_id,Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
4094,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,551627,551627,304250
4095,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,73738,73738,28921
4096,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522723,Interfund Drainage Charge Service Chargeback,Other Services and Charges,Expenditures,88912,88912,43022
4097,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,2497551,2497551,1316022
4098,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522725,Interfund Postage,Other Services and Charges,Expenditures,60700,60700,-12444
4099,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,1689676,1689676,741548
4100,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,653938,653938,239964
4101,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,664719,664719,153939
4102,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,34940,34940,11870
4103,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522731,Interfund Vehicle Accidents,Other Services and Charges,Expenditures,45895,45895,8355
4104,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522795,Other Interfund Services,Other Services and Charges,Expenditures,549017,549017,294143
4105,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,264765,264765,89707
4106,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,34800,34800,16964
4107,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522821,Interfund Permit Ctr Point of Sale Chgb,Other Services and Charges,Expenditures,16200,16200,8720
4108,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,949246,949246,70046
4109,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,109465,109465,21436
4110,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522840,Interfund Permitting Center Rent Chargeback,Other Services and Charges,Expenditures,22800,22800,11400
4111,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522844,Interfund Vehicle Services - Tires,Other Services and Charges,Expenditures,37658,37658,12035
4112,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522845,Interfund Vehicle Services,Other Services and Charges,Expenditures,572143,572143,141086
4113,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522846,Interfund Vehicle Fuel,Other Services and Charges,Expenditures,298606,298606,108320
4114,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,522850,Interfund Radio System Access,Other Services and Charges,Expenditures,35479,35479,13785
4115,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,29000,25000,27408
4116,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,571,571,212
4117,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,44100,44100,10959
4118,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,10590,10590,4596
4119,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,1500,1500,11
4120,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,5651,5651,1273
4121,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,28950,28950,11759
4122,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,51487,31487,20682
4123,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,64251,64251,35289
4124,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,4629,4629,1815
4125,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,190454,190454,107895
4126,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,3418,3418,499
4127,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,183576,183576,88028
4128,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,34582,34582,11969
4129,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,56839,56839,20632
4130,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1820,1820,178
4131,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,4775,4775,2546
4132,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,29038,29038,7984
4133,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,11274,11274,10687
4134,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,3693,3693,27
4135,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,27478,27478,5381
4136,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522844,Interfund Vehicle Services - Tires,Other Services and Charges,Expenditures,154,154,702
4137,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522845,Interfund Vehicle Services,Other Services and Charges,Expenditures,42526,42526,8776
4138,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522846,Interfund Vehicle Fuel,Other Services and Charges,Expenditures,697,697,1307
4139,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,1224,1224,242
4140,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,529472,529472,329670
4141,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,4144,4144,541
4142,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,12091,12091,1276
4143,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,20000,20000,13245
4144,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,6832,17700,2305
4145,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,41088,40000,19790
4146,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,1330,1330,692
4147,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,60073,60073,60073
4148,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,40745,40745,25752
4149,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,1697,1697,666
4150,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,90219,90219,41391
4151,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,1200,1200,90
4152,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,46532,46532,27158
4153,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,14478,14478,5501
4154,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,8104,8104,1761
4155,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,780,780,65
4156,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,955,955,1432
4157,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,8274,8274,2226
4158,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,988,150,869
4159,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,1238,1238,23
4160,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,9198,9198,1801
4161,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520107,Computer Info/Contr,Other Services and Charges,Expenditures,20498,17498,5680
4162,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,180,120,212
4163,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,5630,3940,47537
4164,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,10432,6240,5559
4165,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,9822,6000,5062
4166,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,500,500,49500
4167,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,142996,131999,78276
4168,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,5453571,5500000,78308
4169,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,4013,4013,1573
4170,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,136274,136274,79669
4171,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,4050,4050,600
4172,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,143670,143670,71417
4173,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,30933,30933,11062
4174,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,41418,41418,13125
4175,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1638,1638,347
4176,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,31750,29000,11654
4177,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,5692,5692,1114
4178,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,244000,244000,50687
4179,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520112,Banking Services,Other Services and Charges,Expenditures,89227,89227,23815
4180,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,40000,40000,2910
4181,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,94325,94325,55741
4182,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,9100,9100,1004
4183,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,22710,22710,379
4184,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,19000,19000,2345
4185,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,86683,86683,17063
4186,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,212872,212872,44209
4187,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,3482,3482,1366
4188,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,258937,258937,109927
4189,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,36212,36212,7729
4190,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,57634,57634,33930
4191,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,24065,24065,8452
4192,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,3888,3888,821
4193,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1247,1247,134
4194,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,10836,10836,3659
4195,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,11473,11473,2093
4196,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,1535,1535,23
4197,2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,3697,3697,724
4198,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,1610000,1610000,671358
4199,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,2000,2000,424
4200,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,581076,557076,41734
4201,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520112,Banking Services,Other Services and Charges,Expenditures,2000,2000,2420
4202,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,37620,40920,14456
4203,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,31818,34318,2487
4204,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,1141,1141,3338
4205,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520136,Billing & Collection Services,Other Services and Charges,Expenditures,1259349,1259349,1119345
4206,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,43500,41500,42643
4207,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,1626,1626,2500
4208,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,50643,49443,25556
4209,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,13196,13196,11240
4210,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,43228,43678,90
4211,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,19223,21685,3508
4212,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,3800,3800,197
4213,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,151063,69607,66747
4214,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,144175,144175,127939
4215,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,7100,7100,2784
4216,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,572874,572874,235700
4217,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,200,200,560
4218,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,165625,165625,99086
4219,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,39076,39076,11972
4220,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,2453,2453,644
4221,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1710,1710,273
4222,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522795,Other Interfund Services,Other Services and Charges,Expenditures,78850,78850,53681
4223,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,42974,42974,7976
4224,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,9332,9332,1108
4225,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,7297,7297,1429
4226,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,36382,36382,8338
4227,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520102,Security Services,Other Services and Charges,Expenditures,3000,3000,940
4228,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,985759,985759,285078
4229,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,827,827,826
4230,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520112,Banking Services,Other Services and Charges,Expenditures,62000,62000,2876
4231,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,39861,39861,13845
4232,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,5641,5641,5045
4233,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,22553,22553,6700
4234,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,9424,9424,250
4235,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,26670,26670,4525
4236,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,7788,7788,6650
4237,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,2500,2500,117
4238,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521705,Equipment Rental,Other Services and Charges,Expenditures,10000,10000,4030
4239,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,25778,25778,23607
4240,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,120,120,800
4241,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,85829,83829,16912
4242,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522435,Interest Charges Past Due Accounts,Other Services and Charges,Expenditures,1500,1500,702
4243,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,266411,266411,163093
4244,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,13965,13965,5477
4245,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,724011,724011,289564
4246,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,33168,33168,8841
4247,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,251313,251313,125215
4248,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,452928,452928,217910
4249,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,89403,89403,16062
4250,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,27308,27308,536
4251,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,39140,39140,12728
4252,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,30000,30000,8691
4253,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,35985,35985,7768
4254,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522821,Interfund Permit Ctr Point of Sale Chgb,Other Services and Charges,Expenditures,96000,96000,68028
4255,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,6104,6104,227
4256,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,56486,56486,11061
4257,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522840,Interfund Permitting Center Rent Chargeback,Other Services and Charges,Expenditures,231800,231800,115900
4258,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522844,Interfund Vehicle Services - Tires,Other Services and Charges,Expenditures,8448,8448,711
4259,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522845,Interfund Vehicle Services,Other Services and Charges,Expenditures,60456,60456,3382
4260,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522846,Interfund Vehicle Fuel,Other Services and Charges,Expenditures,8822,8822,5118
4261,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,104,104,24
4262,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,87,87,260
4263,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,4128,4128,2066
4264,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,10970,10970,6676
4265,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,579,579,228
4266,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,27684,27684,12544
4267,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,695,695,352
4268,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,8986,8986,8912
4269,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,31428,31428,14820
4270,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1926,1926,22
4271,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,3428,3428,873
4272,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,1648,1648,51
4273,2023,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,679,679,133
4274,2023,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,10461,26147,9339
4275,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,800,800,272
